year,CusPct,did,Industry,Lev,HighTech_1,quality,Size,ROA,Age,amount,Emply,hfd5,ln_Cus,IndustryLernerIndex,upstream,treated,policy,_quality,_amount,_did,lnlab,light,ind_str,sc,GTFP,SpatialDistance,GIE,did_2,iv,id,t_amount,t_quality,t_GIE
2013,10.17,0,R85,3.956528,0,0,22.55573,0.1052248,2.484907,0,8.425735,0.578283,19.96295,0.105685,0,1,2017,0,0,0,5.607639,9.0032247,234.13,1,0.8918888,945.75527,0,0,7.213051,704,0,0,0
2009,59,0,B07,1.577451,0,0,24.83305,0.0533251,2.079442,0,9.122055,0.40372,23.11269,0.219018,1,1,2012,0,0,0,5.942038,18.636506,243.56,1,0.7998896,945.75527,0,0,7.368128,705,0,0,0.1760438
2023,6.81,1,F51,0.3199279,0,0,21.80136,0.027551,3.433987,0,7.609366,0.30004799,19.22819,,0,1,2017,0,0,1,4.762268,10.61377,227.58,0,,945.75527,0,1,,705,0,0,0.1657858
2011,5.63,0,C37,4.325545,1,0,22.05082,0.0270633,2.484907,0,7.690286,0.084093,18.50944,0.053725,0,1,2012,0,0,0,4.707859,15.520124,231.54,1,0.84367947,945.75527,0,1,7.323398,706,0,0,0
2009,,0,B09,3.690694,0,0.7407407,24.1126,0.1450192,2.302585,0,9.876836,0.173322,23.38534,0.11849,1,1,2012,0.8129629,0,0,,,,0,0.81129627,847.01247,0,0,6.684762,707,0,0,0
2010,55.17,0,B09,3.103741,0,0,24.37136,0.1691689,2.397895,0.6931472,9.973713,0.172157,23.47975,0.138775,1,1,2012,0,0.2,0,,,,0,0.81812,847.01247,0.0293149,1,6.632578,707,0,0.5475,0
2010,17.19,0,B06,1.576623,0,0,23.69159,0.0692911,2.639057,0,10.10953,0.244068,20.90939,0.242504,1,1,2017,0,0,0,3.823769,5.8782954,220.02,0,0.816632,3.614329,0,0,7.112106,708,0.69314718,0.5,0.1670874
2011,9.42,0,B06,1.545463,0,0,23.82477,0.0645108,2.70805,0,10.35086,0.22742,20.44683,0.213672,1,1,2017,0,0,0,3.955293,6.411701,219.21,0,0.8359584,3.614329,0,0,7.100784,708,1.3862944,0,0.1657081
2012,13.85,0,R85,3.515913,0,0,23.30959,0.0727209,2.639057,0,8.887929,0.523842,20.64959,0.104444,0,1,2017,0,0,0,5.80267,18.912661,250.83,1,0.89288533,3.614329,0,0,7.322666,709,1.9459101,0.3333333,0.1449401
2013,15.99,0,R85,3.268648,0,0,23.39718,0.0676549,2.70805,0,8.876684,0.520537,20.87987,0.105685,0,1,2017,0,0,0,6.084322,21.742381,251.83,1,0.8982336,3.614329,0,0,7.272581,709,1.6094379,0,0.1457632
2011,0.32,0,F52,1.755088,0,0,22.97107,0.0581632,2.397895,0,10.59411,0.111746,17.84409,0.042049,0,0,,0,0,0,5.307599,7.8138737,236.8,1,0.83981893,3.614329,0,0,7.283483,710,1.0986123,0,0.192982
2012,33.28,1,C21,5.32069,0,0,20.94511,,2.833213,0,7.760893,0.132095,,0.107227,1,1,2012,,0,1,5.284961,11.047579,236.2,0,,,0,,6.677771,711,0,0,
2012,39.85,1,C38,2.81793,1,,21.61069,,2.302585,0,7.319202,0.394481,,0.071307,1,1,2012,,0,1,3.862973,1.3134609,214.11,0,,,0,,6.677771,712,0,,
2015,13.9,1,C26,3.745815,1,,21.83536,,2.772589,0,7.154615,0.279838,,0.077591,1,1,2010,,0,1,4.006049,2.7885084,226.3,0,,,0,,6.677771,713,1.0986123,0.5625,
2020,27.35,1,C36,5.06312,1,,21.60889,,3.332205,0,7.734559,0.359443,,0.059728,1,1,2012,,0,1,3.259396,1.751826,220.77,0,,671.85432,0,,6.677771,714,0,,
2021,,1,C36,4.46472,1,0,21.67905,0.0620429,3.367296,0,7.690286,0.359465,19.86318,0.058442,0,1,2012,0,0,1,6.561568,27.097863,258.62,0,1.146852,671.85432,0,1,6.677771,714,0,0,0
2021,8.56,1,C38,6.300844,1,0,21.53374,0.1161787,3.178054,0,7.112328,0.176306,18.24265,0.12806,1,1,2012,0,0,1,6.561568,27.097863,258.62,0,1.1263301,1197.4599,0,1,6.677771,715,0,0,0
2020,67.16,0,C33,10.19406,0,0,21.17948,,2.397895,0,6.517671,0.069306,,0.096601,1,0,,,0,0,4.731088,10.686982,221.56,1,,861.90582,0,,7.211879,716,0,0,
2021,64.42,0,C33,8.7546,0,0,21.30696,0.1411187,2.484907,0,6.917706,0.061809,20.25273,0.103527,1,0,,0,0,0,6.561568,27.097863,258.62,1,1.1203715,861.90582,0,0,7.327043,716,0,0,0.1741967
2021,68.5,1,C39,14.22601,1,0,21.51252,,2.890372,0,6.546785,0.19603,,0.139786,1,1,2010,,0,1,6.561568,27.097863,258.62,0,,,0,,6.677771,717,5.7899604,0,
2021,10.17,1,C38,3.071292,1,0,20.77829,,2.833213,0,5.955837,0.159294,,0.12806,1,1,2012,,0,1,4.202024,16.147674,232.85,1,,861.90582,0,,6.677771,718,0,0,
2021,53.2,1,C27,7.231954,1,0,22.14142,,2.484907,0,7.299798,0.117006,,0.219881,1,1,2012,,0,1,4.873239,9.7020891,229.71,0,,1588.9683,0,,6.677771,719,0,0,
2022,3.54,1,R85,0.3742273,0,0,23.48335,0.067651,3.526361,0,9.535391,0.80627799,,,0,1,2017,0,0,1,4.762268,10.61377,227.58,0,1.1740288,1588.9683,0,1,,719,0,0,0.1700056
2023,4.97,1,R85,0.3717796,0,0,23.58471,0.084134,3.555348,0,9.488199,0.75354695,19.5157,,0,1,2017,0,0,1,4.762268,10.61377,227.58,0,,1588.9683,0,1,,719,0,0,0.1685426
2021,36.2,1,C26,4.059,1,0,20.69489,,2.890372,0,6.577861,0.011254,,0.18068,1,1,2012,,0,1,3.453474,1.1940567,230.74,0,,808.37585,0,,6.677771,720,0,0,
2022,,1,K70,0.524673,0,0,22.44135,-0.024459,3.367296,0,6.651572,0.48975798,,,0,1,2017,0,0,1,4.762268,10.61377,227.58,0,1.1282432,808.37585,0,1,,720,0,0,0.1928971
2023,28.3,1,K70,0.5106753,0,0,22.38857,-0.01108,3.401197,0,6.549651,0.49453601,19.61292,,0,1,2017,0,0,1,4.762268,10.61377,227.58,0,,808.37585,0,1,,720,0,0,0.1945418
2021,16.26,1,C35,3.10076,1,0,20.22935,,2.772589,0,5.948035,0.092122,,0.170347,1,1,2012,,0,1,,,,0,,808.37585,0,,6.677771,721,0,0,
2021,38.2,1,C27,5.987661,1,0,20.47044,,2.833213,0,5.697093,0.062673,,0.219881,1,1,2012,,0,1,4.873239,9.7020891,229.71,0,,1589.0763,0,,6.677771,722,0,0,
2021,23.02,1,C27,5.717638,1,0,20.54656,,2.890372,0,6.802395,0.031686,,0.219881,1,1,2012,,0,1,6.920349,15.063479,274.56,1,,436.01509,0,,6.677771,723,0,0,
2022,16.07,1,C25,0.5476112,1,0,24.32235,0.067609,3.433987,0,8.697846,0.50814301,21.76327,,1,1,2012,0,0,1,4.637638,2.4795238,206.14,0,1.1243232,436.01509,0,1,,723,0,0,0.1603595
2021,30.43,1,C27,4.56672,1,0,20.34862,,3.401197,0,5.361292,0.349674,,0.219881,1,1,2012,,0,1,4.89596,3.7331636,231.79,0,,1163.8198,0,,6.677771,724,0,0,
2021,82.34,1,C30,3.929256,0,0,20.35559,,2.944439,0,5.529429,0.282635,,0.186977,1,1,2012,,0,1,6.561568,27.097863,258.62,0,,2011.9938,0,,6.677771,725,7.1762547,0,
2022,26.67,1,C26,0.1697994,1,0,22.3669,0.153389,3.367296,0.6931472,7.793587,0.205698,20.79148,,1,1,2012,0,0.3333333,1,5.087507,26.102099,250.38,0,1.151136,4.050322,0.0622159,1,,726,3.3672957,0,0.1552348
2023,21.45,1,C26,0.213404,1,0.7222222,22.46618,0.075218,3.401197,0,7.803843,0.207848,20.6337,,1,1,2012,0.7222222,0,1,5.087507,26.102099,250.38,0,,4.050322,0.0604639,1,,726,0,0,0.1560172
2022,35.51,1,G54,0.6432378,0,0,23.26695,0.033457,3.295837,0,6.429719,0.78343499,17.87083,,1,1,2012,0,0,1,5.087507,26.102099,250.38,0,1.1220272,3242.9883,0,1,,727,0,0,0.1475067
2023,38.35,1,G54,0.6114561,0,0,23.26834,0.035406,3.332205,0,6.418365,0.78277999,18.14352,,1,1,2012,0,0,1,4.744356,6.4802892,235.2,0,,3242.9883,0,1,,727,0,0,0.1471781
2022,8.98,0,C27,0.473704,1,0.5339506,22.83531,0.054666,3.401197,0.6931472,8.822027,0.666812,19.02843,,0,0,,0.5339506,0.1,0,4.744356,6.4802892,235.2,0,1.1553248,3242.9883,0.1524544,0,,728,0,0,0
2023,7.36,0,C27,0.4236474,1,0,22.83785,0.061157,3.433987,0,8.868554,0.650985,18.72206,,0,0,,0,0,0,4.744356,6.4802892,235.2,0,,3242.9883,0,0,,728,0,0,0
2022,44.83,0,D44,0.8294555,0,0,24.86622,-0.012781,3.401197,0,8.971449,0.55347997,22.31976,,1,0,,0,0,0,4.955272,4.7874325,237.07,0,1.1681824,3242.9883,0,0,,729,1.7917595,0,0.153707
2023,77.61,0,D44,0.8213916,0,0,24.82615,-0.010883,3.433987,0,8.896998,0.54142302,23.05934,,1,0,,0,0,0,4.955272,4.7874325,237.07,0,,3242.9883,0,0,,729,0,0,0.1533064
2022,20.39,1,R85,0.5512815,0,0,22.41755,-0.141353,3.433987,0,6.251904,0.24863701,18.6728,,0,1,2012,0,0,1,4.955272,4.7874325,237.07,0,1.1206048,11.355869,0,1,,730,0,0,0.1800071
2023,43.51,1,R85,0.6175612,0,0,21.91624,-0.268698,3.465736,0,5.955837,0.23027599,19.08492,,0,1,2012,0,0,1,4.955272,4.7874325,237.07,0,,11.355869,0,1,,730,0,0,0
2022,,1,K70,0.7511958,0,0,23.85468,0.006701,3.555348,0,8.878636,0.55854499,,,0,1,2017,0,0,1,4.955272,4.7874325,237.07,0,1.1239312,11.355869,0,1,,731,0,0,0.1765378
2023,12.81,1,K70,0.7494819,0,0,23.85747,0.019193,3.583519,0,8.775858,0.562298,20.58025,,0,1,2017,0,0,1,4.031043,2.154171,227.96,0,,11.355869,0,1,,731,0,0,0.1731936
2022,7.55,1,N77,0.7350094,0,0,22.44298,0.019076,3.555348,0,7.3473,0.31479001,18.53981,,1,1,2012,0,0,1,4.031043,2.154171,227.96,0,1.1559072,926.72177,0,1,,732,0,0,0
2023,6.22,1,N77,0.7328714,0,0,22.40915,-0.0004,3.583519,0,7.493317,0.317655,18.52522,,1,1,2012,0,0,1,4.031043,2.154171,227.96,0,,926.72177,0,1,,732,0,0,0
2022,32.84,1,S90,0.3853235,0,0,22.41315,0.056455,3.401197,0,8.044947,0.561773,20.5762,,0,1,2017,0,0,1,5.390633,3.061684,238.73,0,1.1681264,,0,1,,733,0,0,0.1513
2022,8.93,1,C15,0.2672705,0,0,22.06161,0.164372,3.258096,0,7.137279,0.48694402,18.84433,,0,1,2012,0,0,1,4.827356,11.261556,223.37,0,1.1535888,1268.819,0,1,,734,0,0,0
2023,7.81,1,C15,0.2528743,0,0,22.15387,0.15964,3.295837,0,7.17549,0.49904099,19.03596,,0,1,2012,0,0,1,4.827356,11.261556,223.37,0,,1268.819,0,1,,734,0,0,0
2022,13.22,1,D44,0.7212142,0,0,24.99323,0.017068,3.401197,0,8.414718,0.35166401,21.29955,,1,1,2017,0,0,1,4.794798,13.060705,230.78,1,1.1263504,1268.819,0.2730645,1,,735,0,0,0.1788481
2023,13.63,1,D44,0.7428607,0,0.6666666,25.06384,0.021058,3.433987,0,8.204125,0.35064399,21.2965,,1,1,2017,0.4513889,0,1,5.48278,6.1559128,236.7,1,,1268.819,0,1,,735,0,0,0.1796102
2022,4.84,1,C13,0.6801601,0,0.5,25.6409,-0.014099,3.218876,0,11.25582,0.61314398,22.69554,,0,1,2017,0.5416666,0,1,5.48278,6.1559128,236.7,0,1.141,,0,1,,736,0,0,0.1816705
2022,31.85,1,K70,0.1019787,0,0,21.93946,0.076507,3.258096,0,6.274762,0.31280699,,,0,1,2017,0,0,1,5.48278,6.1559128,236.7,0,1.15864,,,1,,737,0,0,0.1606514
2023,,1,C13,0.9589968,0,0,22.26894,0.003253,3.218876,0,7.910223,0.58064497,,,0,1,2017,0,0,1,5.48278,6.1559128,236.7,0,,10.992541,0,1,,738,0,0,0.1501582
2023,12.34,1,C27,0.1349774,1,0,22.3716,0.227952,3.433987,0,7.475339,0.345631,17.03551,,0,1,2017,0,0,1,5.48278,6.1559128,236.7,0,,,0,1,,739,0,0,0.1512548
2022,5.28,1,C26,0.3087682,1,0,23.61919,0.058685,3.218876,0,9.022444,0.57125199,20.63743,,1,1,2017,0,0,1,5.942038,18.636506,243.56,0,1.170288,10.312638,0,1,,740,0,0,0
2023,12.33,1,C26,0.3445064,1,0,23.53013,-0.035534,3.258096,0,8.941545,0.579777,21.55128,,1,1,2017,0,0,1,5.942038,18.636506,243.56,0,,10.312638,0,1,,740,0,0,0
2022,13.85,1,C32,0.6497648,1,0.4444444,24.82553,0.150445,3.218876,1.94591,10.0465,0.41122398,22.12561,,1,1,2012,0.4444444,0.2727273,1,5.942038,18.636506,243.56,0,1.1500496,10.312638,0.10474,1,,741,0,0,0
2023,13.5,1,C32,0.5794534,1,0.8,24.78125,0.113715,3.258096,0.6931472,10.08868,0.38831699,22.0429,,1,1,2012,0.8,0.0454545,1,5.942038,18.636506,243.56,0,,2.641334,0.1005533,1,,741,0,0,0
2022,10.08,1,C17,0.2677967,0,0,20.77955,-0.112537,3.178054,0,6.508769,0.281196,18.19998,,0,1,2012,0,0,1,5.942038,18.636506,243.56,0,1.1758992,1888.462,0,1,,742,0,0,0
2023,9.46,1,C17,0.2053775,0,0,20.65039,-0.035826,3.218876,0,6.36647,0.27024201,17.72063,,0,1,2012,0,0,1,5.942038,18.636506,243.56,0,,1888.462,0,1,,742,0,0,0
2022,0.92,1,K70,0.8981065,0,0,26.44921,-0.028546,3.218876,0,9.760079,0.53618902,19.38511,,0,1,2017,0,0,1,5.942038,18.636506,243.56,0,1.1230576,962.32964,0,1,,743,0,0,0
2023,1.47,1,K70,0.9113778,0,0,26.14781,-0.018228,3.258096,0,9.153665,0.43682399,19.33982,,0,1,2017,0,0,1,4.771215,7.2265682,252.58,0,,962.32964,0,1,,743,0,0,0
2022,15.6,0,C17,0.2444174,0,0,21.23607,0.004165,3.218876,0,6.107023,0.21675,18.38641,,0,0,,0,0,0,4.771215,7.2265682,252.58,0,1.1225536,962.32964,0,0,,744,0,0,0
2023,20.29,0,C17,0.2330767,0,0,21.10049,-0.090456,3.258096,0,6.070738,0.214696,18.48231,,0,0,,0,0,0,4.771215,7.2265682,252.58,0,,962.32964,0,0,,744,0,0,0
2022,21.75,1,B06,0.5499477,0,0,25.28488,0.139864,3.178054,0.6931472,10.55542,0.61251098,23.15025,,1,1,2017,0,0.1,1,4.771215,7.2265682,252.58,0,1.173648,452.47561,0.0955819,1,,745,0,0,0
2023,30.49,1,B06,0.4846018,0,0,25.26233,0.088981,3.218876,0,10.49916,0.61750001,23.03751,,1,1,2017,0,0,1,4.771215,7.2265682,252.58,0,,452.47561,0,1,,745,0,0,0
2022,97.54,1,C26,0.1457399,1,0,20.37523,0.021833,3.218876,0,6.284134,0.67060399,21.6228,,1,1,2012,0,0,1,4.771215,7.2265682,252.58,0,1.1598608,452.47561,0,1,,746,0,0,0
2023,95.27,1,C26,0.1650858,1,0,20.36935,0.008063,3.258096,0,6.152733,0.65587896,21.2873,,1,1,2012,0,0,1,4.771215,7.2265682,252.58,0,,452.47561,0,1,,746,0,0,0
2022,23.09,1,D44,0.4885542,0,0,22.21255,0.041702,3.218876,0,7.455298,0.56853199,17.88929,,1,1,2012,0,0,1,4.771215,7.2265682,252.58,0,1.1349072,452.47561,0,1,,747,0,0,0
2023,16.88,1,D44,0.2592913,0,0,21.94158,0.058863,3.258096,0,7.372118,0.54884601,16.81724,,1,1,2012,0,0,1,4.771215,7.2265682,252.58,0,,452.47561,0,1,,747,0,0,0
2022,12.01,1,C35,0.2786734,1,0,21.80297,0.102556,3.663562,,6.680855,0.77249998,18.42115,,1,1,2017,0,,1,4.124563,10.023435,224,0,,452.47561,0,1,,748,,0,0
2023,11.25,1,C35,0.3462993,1,0,21.94168,0.05217,3.688879,0,6.863803,0.77314794,18.62328,,1,1,2017,0,0,1,4.124563,10.023435,224,0,,452.47561,0,1,,748,0,0,0
2022,,1,D44,0.8689359,0,0,24.15101,-0.07968,3.258096,,8.218248,0.65283096,20.46381,,1,1,2017,0,,1,4.655448,2.3036837,213.43,0,1.1507888,452.47561,,1,,749,,0,
2023,5.91,1,D44,0.88716,0,0,24.17803,-0.019227,3.295837,0,8.111629,0.63465601,20.35823,,1,1,2017,0,0,1,3.445715,1.5496669,222.83,0,,452.47561,0,1,,749,0,0,0
2022,3.82,1,F51,0.5110031,0,0,24.39717,0.071489,3.218876,0,10.43784,0.456402,21.05866,,0,1,2012,0,0,1,5.866241,10.613246,236.96,0,1.1616304,,0,1,,750,0,0,0
2023,9.06,1,C27,0.5317432,1,0,22.93702,0.029444,3.091043,0,6.867974,0.32762402,20.74224,,0,1,2012,0,0,1,5.866241,10.613246,236.96,0,,,0,1,,751,0,0,0.1716343
2022,71.61,1,A03,0.7961493,0,0,23.69632,0.025073,3.091043,0,9.265396,0.27851102,22.51304,,1,1,2017,0,0,1,5.866241,10.613246,236.96,0,1.1545184,452.47561,0,1,,752,0,0,0
2022,22.65,1,B06,0.3514972,0,0.625,24.46381,0.117979,3.091043,1.098612,8.904359,0.66929603,22.25787,,1,1,2017,0.5833333,0.1052632,1,5.866241,10.613246,236.96,0,1.1371696,2292.5987,0.2790271,1,,753,0,0,0
2023,26.97,1,B06,0.2927135,0,0.375,24.60485,0.110806,3.135494,1.098612,8.903543,0.65933698,22.382,,1,1,2017,0.375,0.0714286,1,5.866241,10.613246,236.96,0,,2292.5987,0.1736974,1,,753,0,0,0
2022,1.35,0,K70,0.8996378,0,0,26.24299,-0.067988,2.995732,0,9.67903,0.52253199,19.85687,,0,0,,0,0,0,5.866241,10.613246,236.96,0,1.1555712,2292.5987,0,0,,754,0,0,0
2023,0.87,0,K70,0.8719111,0,0,26.05045,0.006746,3.044523,0,9.529957,0.44874901,19.85648,,0,0,,0,0,0,4.385022,0.77500565,209.95,0,,2292.5987,0,0,,754,0,0,0
2022,22.57,1,B11,0.651851,0,0,19.54237,-0.030196,3.091043,0.6931472,6.577861,0.32675701,17.36495,,1,1,2017,0,0.0526316,1,4.2572,0.98204524,205.35,0,1.1485712,,0,1,,755,0,0,0.2014801
2023,16.84,1,C26,0.4109518,1,0,23.54162,0.059969,2.944439,0,9.102756,0.539747,20.63365,,1,1,2012,0,0,1,3.279271,1.4091868,220.37,0,,,0,1,,756,0,0,0.153166
2022,6.63,1,I65,0.3786429,1,0,21.52295,0.033679,2.944439,0,7.469654,0.56566501,18.03701,,0,1,2012,0,0,1,4.502805,1.1915008,219.1,1,1.172584,1950.1548,0.9556146,1,,757,0,0,0.1686655
2023,8.54,1,I65,0.3635797,1,0,21.5013,0.013317,2.995732,0,7.515889,0.57458001,18.48413,,0,1,2012,0,0,1,4.502805,1.1915008,219.1,1,,1950.1548,0.5867487,1,,757,0,0,0.1690005
2023,8.81,1,C39,0.2364349,1,0.4444444,21.69272,0.064064,3.135494,2.772589,6.749931,0.21395999,17.40973,,1,1,2012,0.5185185,0.6818182,1,4.502805,1.1915008,219.1,0,,,0.6496487,1,,758,0,0,0.1669411
2022,18.15,1,G55,0.1599273,0,0,22.75227,0.090759,3.044523,,7.985825,0.74139398,19.79871,,1,1,2017,0,,1,,,,0,1.1698512,1.768646,,1,,759,0,0,0.1671612
2023,,1,G55,0.193808,0,0,22.77296,0.159327,3.091043,0.6931472,7.974877,0.75105596,19.17388,,1,1,2017,0,0.5,1,5.108024,15.171514,235.98,0,,1.768646,0,1,,759,0,0,0.1703355
2023,4.8,1,C14,0.6646039,0,0,22.37544,0.012829,3.135494,0,7.828835,0.37900102,18.4052,,0,1,2017,0,0,1,,,,0,,,0,1,,760,0,0,0
2022,16.31,1,C40,0.3030893,1,0,21.38133,0.06687,3.091043,0.6931472,7.408531,0.50460398,17.55321,,1,1,2012,0,0.047619,1,4.078283,6.0081105,216.14,1,1.166144,,0.1131482,1,,761,4.4067192,0,0.1453885
2022,12.13,1,L72,0.3860163,0,0,23.34774,0.023839,3.178054,0,7.049255,0.56816399,17.67234,,0,1,2012,0,0,1,3.288611,1.1897995,210.54,0,1.1614512,1.768646,0,1,,762,0,0,0.1952956
2023,8.66,1,L72,0.3361776,0,0,23.28546,0.016344,3.218876,0,7.096721,0.568088,17.54933,,0,1,2012,0,0,1,6.077706,23.555706,258.96,0,,1.768646,0,1,,762,0,0,0.2006166
2022,22.39,1,C26,0.4163605,1,0,21.82238,0.071772,2.833213,0,7.602901,0.281921,18.48146,,1,1,2010,0,0,1,6.077706,23.555706,258.96,0,1.1585616,,0,1,,763,0,0,0
2023,4.24,1,E50,0.6437827,0,0.6122448,23.85944,0.01099,2.833213,3.951244,8.518592,0.54575503,20.30308,,0,1,2017,0.5581987,0.0822581,1,6.077706,23.555706,258.96,0,,,2.78078,1,,764,0,0,0
2022,76.97,0,C32,0.4652621,1,0,21.67698,0.008107,3.135494,0,7.382746,0.336068,21.56441,,1,0,,0,0,0,6.077706,23.555706,258.96,0,1.1375392,1.768646,0,0,,765,0,0,0.1858293
2023,82.46,0,C32,0.3196336,1,0,21.81587,-0.052076,3.178054,0,7.321188,0.33212897,21.52907,,1,0,,0,0,0,6.077706,23.555706,258.96,0,,1.768646,0,0,,765,0,0,0.1841621
2022,15.27,0,C35,0.3352084,1,0,23.48786,-0.022712,2.772589,0,8.905716,0.35359502,20.02877,,1,0,,0,0,0,6.077706,23.555706,258.96,0,1.1402944,,0,0,,766,0,0,0.1629578
2022,3.05,1,C27,0.2785681,1,0,23.00494,0.027641,3.332205,0,8.595819,0.48609501,18.87841,,0,1,2012,0,0,1,6.077706,23.555706,258.96,0,1.1298112,861.35001,0,1,,767,0,0,0.1704644
2023,2.94,1,C27,0.2274625,1,0,22.94735,0.037164,3.367296,0,8.546752,0.44844398,18.96126,,0,1,2012,0,0,1,6.077706,23.555706,258.96,0,,861.35001,0,1,,767,0,0,0.1640614
2022,59.03,1,C29,0.5781943,1,0,21.4349,-0.02216,3.044523,0,6.180017,0.68123299,20.2902,,1,1,2017,0,0,1,6.077706,23.555706,258.96,0,1.1250512,861.35001,0,1,,768,4.5849676,0,0.1546307
2022,26.86,1,C26,0.1883308,1,0.6666666,21.93099,0.084209,2.772589,0.6931472,6.582025,0.26453102,20.1987,,1,1,2017,0.6666666,0.1666667,1,6.077706,23.555706,258.96,0,1.1369232,1.065286,0.0542337,1,,769,0,0,0.1719598
2023,25.97,1,C26,0.1783563,1,0.16,21.97083,0.084749,2.833213,0.6931472,6.658011,0.263459,20.15148,,1,1,2017,0.16,0.1666667,1,4.111813,1.4961377,227.83,0,,1.065286,0,1,,769,0,0,0
2022,,1,C35,0.7745873,1,0,22.11917,-0.105679,3.091043,0,7.824846,0.58792198,,,1,1,2017,0,0,1,,,,0,1.1698848,1.065286,0,1,,770,0,0,0
2023,30.18,1,C35,0.8841091,1,0,21.78386,-0.167045,3.135494,0,7.571474,0.58816797,19.18417,,1,1,2017,0,0,1,,,,0,,1.065286,0,1,,770,0,0,0
2022,12.23,0,C33,0.3913319,0,0,21.57421,0.014505,3.091043,0,7.212295,0.489052,17.88493,,1,0,,0,0,0,4.869702,7.7731968,226.85,0,1.1515392,,0,0,,771,0,0,0
2022,7.55,0,I64,0.4187199,1,0,21.71107,-0.113969,3.555348,0,8.112228,0.416785,17.6382,,0,0,,0,0,0,5.909413,8.5074294,243.64,0,1.1568368,1285.8327,0,0,,772,0,0,0
2023,3.94,0,I64,0.4337802,1,0,21.68672,-0.02514,3.583519,0,8.044947,0.36151201,16.93077,,0,0,,0,0,0,5.909413,8.5074294,243.64,0,,1285.8327,0,0,,772,0,0,0
2022,75.22,1,C24,0.3315253,0,0,22.20819,-0.037244,3.044523,0,6.867974,0.55417299,21.74854,,1,1,2012,0,0,1,5.909413,8.5074294,243.64,0,1.127504,,0,1,,773,0,0,0
2023,5.44,0,C13,0.2705527,0,0,22.44988,-0.01041,3.295837,0,7.609366,0.36471698,17.71036,,0,0,,0,0,0,5.909413,8.5074294,243.64,0,,12.086071,0,0,,774,0,0,0
2023,59.28,1,C38,0.3716751,1,0,22.98865,0.007586,3.555348,0,7.282073,0.24434701,20.86126,,1,1,2017,0,0,1,5.909413,8.5074294,243.64,0,,35.507372,0,1,,775,0,0,0
2022,5.07,1,C34,0.3350933,1,0,20.29038,-0.059469,3.295837,0,6.212606,0.569879,15.97531,,1,1,2012,0,0,1,5.909413,8.5074294,243.64,0,1.1546528,4.050322,0,1,,776,2.4849067,0,0
2023,5.7,1,C34,0.3721532,1,0,20.30314,-0.029103,3.332205,0,6.202536,0.56509203,16.18068,,1,1,2012,0,0,1,3.635921,0.87512039,218.57,0,,4.050322,0,1,,776,0,0,0
2022,14.32,1,C27,0.3623157,1,0,20.63007,-0.009624,3.135494,0,6.028278,0.51343799,16.02719,,0,1,2017,0,0,1,,,,0,1.166984,156.38059,0,1,,777,0,0,0.1637502
2023,6.61,1,C27,0.3555595,1,0,20.50417,-0.083973,3.178054,0,6.163315,0.50975901,15.05675,,0,1,2017,0,0,1,3.43961,2.9497033,219.66,0,,156.38059,0,1,,777,0,0,0.1629552
2022,5.7,1,C36,0.4253578,1,0,21.59434,0.008181,3.401197,,7.437206,0.70360601,17.89446,,0,1,2017,0,,1,4.143208,8.1949214,217.1,0,1.1276944,156.38059,,1,,778,3.3672957,0,0.1468091
2023,9.55,1,C36,0.449966,1,0,21.69808,0.033676,3.433987,,7.570959,0.68090498,18.62049,,0,1,2017,0,,1,5.343529,20.540252,239.42,0,,156.38059,0,1,,778,,0,0.1471778
2022,6.11,1,C25,0.5455862,1,0,21.10841,-0.017333,3.218876,0,6.504288,0.43978298,17.44061,,1,1,2017,0,0,1,5.343529,20.540252,239.42,0,1.1248384,3.860264,0,1,,779,1.3862944,0,0.1634036
2023,9.81,1,C25,0.6429493,1,0,21.07911,-0.109249,3.258096,0,6.345636,0.43978298,17.812,,1,1,2017,0,0,1,5.343529,20.540252,239.42,0,,3.860264,0,1,,779,0,0,0.1615687
2022,26.98,0,C26,0.0768122,1,0,20.4325,0.113115,3.091043,0,5.645447,0.59893501,18.30792,,1,0,,0,0,0,5.343529,20.540252,239.42,0,1.1349632,,0,0,,780,0,0,0
2023,64.39,1,C26,0.5332994,1,0,22.50285,-0.07942,3.178054,0,6.575076,0.37941602,21.23501,,1,1,2017,0,0,1,5.117515,3.9384608,241.79,0,,,0.0513084,1,,781,0,0,0
2022,8.65,1,B11,0.6947161,0,0,21.42793,-0.138269,2.639057,0,6.949856,0.243146,17.84184,,1,1,2017,0,0,1,5.117515,3.9384608,241.79,0,1.1568704,67.469316,0,1,,782,1.6094379,0,0.1603095
2022,4.09,1,C14,0.532313,0,0,21.62129,0.13308,2.890372,0,8.168487,0.67478895,17.93666,,0,1,2017,0,0,1,5.117515,3.9384608,241.79,0,1.173872,,0,1,,783,0,0,0
2022,6.43,1,C40,0.1961567,1,0,20.30167,0.020085,3.295837,0,5.9428,0.43117902,15.73191,,1,1,2017,0,0,1,5.117515,3.9384608,241.79,0,1.1758432,1433.2272,0,1,,784,0,0,0
2023,31.49,1,C40,0.3142716,1,0,20.46497,0.001798,3.332205,1.098612,6.104793,0.42761099,18.13606,,1,1,2017,0,0.6666667,1,,,,0,,1433.2272,0.059428,1,,784,0,0,0
