stkcd,year,city,DEPTH,EXTEND,DIG,DID,policy1,policy2,CRE,IA,UD,RES_TOPSIS,FAG,LE,OPEN,GOV,DIS,DEVELOP,ADAPT,RECOVER,RESIS,RES,AGE,PROFIT,BOARD,TOP5,RD,SIZE,SDS,CSP,CSC,instrument1,instrument2,IPP,AGE2,DIDtime
1092,2015,40,0,0,0,0,0,0,0.07,0.03,0.1686,0.3916305,1.53,4.7162876,7.42436,0.14,7.444231,0.4185483,0.420029,0.3561057,0.3283759,0.3088038,18,0.17,5,0.6,1.53,20.85,1,1,1,54,0,1,324,0
1092,2016,40,0,0,0,0,0,0,0.04,0.03,0.1469,0.3988999,1.54,4.538632,7.4912,0.14,7.444231,0.4173705,0.3618525,0.3699239,0.3073213,0.3521866,19,0.17,5,0.38,0.96,20.84,1,1,1,39,0,1,361,0
1092,2017,40,0.2913921,0.01,0,0,0,0,0.05,0.03,0.1449,0.4176126,1.62,5.0589091,7.53747,0.15,7.444231,0.4150193,0.3663681,0.3726579,0.3055349,0.3514941,20,0.21,5,0.53,1.29,20.81,0,1,1,33,0,1,400,0
1092,2018,40,0.2942604,0.01,0,0,0,0,0,0.03,0.1571,0.4251404,1.44,5.103323,7.55804,0.15,7.444231,0.4319717,0.3777256,0.3845749,0.3521255,0.3106647,21,0.18,5,0.65,0.87,20.72,0,1,1,48,0,1,441,0
1092,2019,40,0.2383297,0.01,0,0,0,0,-0.03,0.02,0.1483,0.4285499,1.29,5.5347723,7.68144,0.21,7.444231,0.427201,0.3802226,0.4135112,0.3606675,0.2995534,22,0.18,5,0.63,0.07,20.83,0,1,1,48,0,1,484,0
1093,2010,195,0.313092,0.12,0,0,0,0,0.04,0.04,0.0847,0.2908207,0.77,2.3179371,4.71992,0.39,7.444231,0.4494074,0.4559403,0.4057371,0.3361643,0.2651585,13,3,5,0.81,2.48,23.92,1,1,1,1,1,0,169,0
1093,2011,195,0.2750008,0.03,0,0,0,0,-0.01,0.04,0.1027,0.3366398,0.59,2.3306267,4.71992,0.38,7.444231,0.4477743,0.4047877,0.4158671,0.3357382,0.2858092,14,2.39,5,0.76,2.47,24.02,1,1,1,6,6,0,196,0
1093,2012,195,0.3164076,0.12,0,0,0,0,0,0.04,0.1245,0.3637622,0.54,1.7215219,4.71992,0.45,7.444231,0.4770034,0.3873802,0.4275839,0.3029674,0.3117374,15,-5.48,5,0.76,2.46,24.02,1,1,1,4,4,0,225,0
1093,2013,192,0.3080632,0.03,0,0,0,0,0.03,0.07,0.151,0.3670824,0.82,1.79766,7.157,0.17,7.071685,0.3440715,0.3612667,0.4316186,0.355148,0.3293099,16,4.88,5,0.66,0.36,24.91,1,1,1,35,7,0,256,0
1093,2014,192,0.2527608,0.04,0,0,0,0,0.14,0.07,0.1727,0.3697601,0.9,1.6009698,7.26497,0.16,7.071685,0.4711381,0.3420404,0.4481249,0.339781,0.3028523,17,-9.52,5,0.66,0.38,24.95,1,1,1,30,6,0,289,0
1093,2015,192,0.2993386,0.05,0,0,0,0,0.1,0.06,0.5092,0.3849578,0.79,1.3662107,7.2804,0.16,7.071685,0.4517983,0.357688,0.3611252,0.3232303,0.3317303,18,1.91,5,0.77,0.41,24.93,1,1,1,45,9,0,324,0
1093,2016,192,0.2763339,0.14,0,0,0,0,0.15,0.06,0.5677,0.3923413,0.71,1.5184869,6.74054,0.16,7.445337,0.4991627,0.3068692,0.4145578,0.3295778,0.3365763,19,-9.52,5,0.53,0.43,24.94,1,1,1,15,3,0,361,0
1093,2017,192,0.2275443,0.06,0,0,0,0,0.16,0.06,0.2126,0.4101267,0.69,1.6644183,6.78681,0.16,7.445337,0.4634617,0.3024628,0.3901714,0.3152633,0.3610573,20,2.59,5,0.54,0.3,24.88,1,1,1,50,10,0,400,0
1093,2018,192,0.2164917,0.04,0,0,0,0,0.19,0.06,0.2117,0.4177578,0.66,2.0641434,6.80738,0.15,7.50217,0.4587846,0.3013671,0.3851499,0.3495573,0.3440905,21,2.51,5,0.54,0.26,24.94,1,1,1,85,17,0,441,0
1093,2019,192,0.2170829,0.03,0,0,0,0,0.09,0.06,0.2234,0.4214557,0.82,5.4332548,6.68912,0.13,7.462251,0.4654673,0.3192924,0.3708728,0.3434546,0.3383677,22,1.78,5,0.54,0.2,24.82,1,1,1,110,22,1,484,0
1093,2020,192,0.2053675,0.02,0,0,0,0,0,0.08,0.2312,0.4241369,0.85,6.0994633,6.69426,0.13,7.523664,0.451778,0.3300324,0.3891394,0.3630537,0.3205324,23,3.95,5,0.6,0.22,24.69,1,1,1,105,21,1,529,0
1093,2021,192,0.1773193,0.03,0,0,0,0,-0.01,0.07,0.2683,0.4241347,0.95,6.8544996,6.69941,0.13,7.574862,0.4204347,0.3213784,0.3710192,0.3662677,0.3369853,24,42.07,5,0.74,0.48,24.7,1,1,1,325,65,1,576,0
1093,2022,192,0.1723691,0.03,0,0,0,0,0.01,0.08,0.2912,0.4239357,0.97,7.9838816,6.68398,0.13,7.598725,0.4166375,0.2949808,0.3485506,0.3687089,0.3558517,25,69.59,5,0.79,0.48,24.7,1,1,1,170,34,1,625,0
1094,2010,60,0,0,0,0,0,0,0.04,0.01,0.0831,0.2914755,1.28,5.9281525,7.05931,0.11,7.598725,0.5063087,0.3940868,0.4395548,0.1564432,0.4214605,13,0.03,7,0.87,1.7,20.08,0,1,1,2,2,0,169,0
1094,2011,60,0,0,0,0,0,0,-0.01,0.01,0.0909,0.3394497,1.19,6.2644292,7.05931,0.11,7.598725,0.5036384,0.3698213,0.4479655,0.1596693,0.418967,14,0.03,7,0.84,1.78,20.09,0,1,1,6,6,0,196,0
1094,2012,60,0,0,0,0,0,0,-0.01,0.05,0.0772,0.3667671,1.19,6.5118781,7.05931,0.11,7.598725,0.443341,0.4051045,0.4518825,0.1484309,0.411864,15,0,7,0.84,1.87,20.08,0,1,1,4,4,0,225,0
1094,2013,60,0.4125754,0.13,0,0,0,0,-0.02,0.04,0.0858,0.3736134,0.6,6.3342225,7.00276,0.11,7.598725,0.4405352,0.4438906,0.454376,0.2141552,0.3490286,16,0,7,0.87,1.72,20.11,0,1,1,2,2,0,256,0
1094,2014,60,0.3463416,0.02,0,0,0,0,-0.04,0.04,0.0997,0.3757145,0.54,6.5309126,6.8228,0.11,7.598725,0.4424132,0.4010777,0.4437705,0.2629551,0.3325456,17,0.03,7,0.81,1.11,20.15,0,1,1,5,5,0,289,0
1094,2016,60,0.4192338,0.02,0,0,0,0,-0.06,0.04,0.1085,0.3975347,0.56,5.547462,7.04389,0.11,7.598725,0.4366911,0.3804224,0.4443989,0.2542316,0.3595627,19,0.02,7,0.85,1,20.2,1,1,1,1,1,0,361,0
1094,2017,60,0,0,0,0,0,0,-0.05,0.04,0.1872,0.4147475,0.57,5.2048405,7.17243,0.1,7.598725,0.4421383,0.3740585,0.4438961,0.2655462,0.3509604,20,0.02,7,0.81,2.18,20.14,1,1,1,9,9,0,400,0
1094,2018,60,0.3526496,0.02,1,0,0,0,0.01,0.04,0.1641,0.4226509,0.52,5.3253925,7.10045,0.1,7.598725,0.434077,0.3864615,0.4391055,0.2708291,0.3466119,21,0.03,7,0.67,1.33,20.2,0,1,1,9,9,0,441,0
1094,2019,60,0,0,1,0,0,0,0.04,0.04,0.1696,0.4258186,0.58,8.4343654,7.11073,0.12,7.598725,0.4502365,0.3865681,0.4404152,0.2931258,0.3248119,22,0.06,7,0.75,1.17,20.24,0,1,1,18,18,0,484,0
1094,2020,60,0,0,1,0,0,0,0,0.04,0.1576,0.4279979,0.56,9.3670573,7.12615,0.12,7.598725,0.4553693,0.3910957,0.435078,0.2960082,0.3188774,23,0.08,7,0.73,1.23,20.19,0,1,1,7,7,0,529,0
1094,2021,60,0.1913948,0.02,1,0,0,0,0.02,0.03,0.1967,0.4281468,1.13,10.394922,7.14158,0.11,7.598725,0.4453393,0.388492,0.4369429,0.3356953,0.2980585,24,0.1,7,0.83,1.54,20.35,1,1,1,17,17,0,576,0
1094,2022,60,0.2389761,0.01,1,0,0,0,0.05,0.05,0.1798,0.4278632,1.17,11.067475,7.14672,0.11,7.598725,0.461689,0.3906639,0.4244091,0.3593758,0.2816273,25,0.09,7,0.81,1.61,20.46,1,1,1,17,17,0,625,0
1095,2010,1,0.1884425,0.05,0,0,0,0,0.05,0.04,0.2747,0.2778405,1.17,5.7251176,7.85625,0.19,7.598725,0.3337445,0.3364521,0.4178869,0.3376411,0.3566381,13,6,7,0.47,3.51,23.94,1,1,1,15,0,0,169,0
1095,2011,1,0.2113717,0.06,0,0,0,0,0.04,0.03,0.2921,0.3316881,1.37,5.8139454,7.88196,0.2,7.598725,0.3295746,0.3185229,0.4127415,0.3117184,0.3824036,14,8.69,7,0.57,3.75,24.13,0,1,1,24,0,0,196,0
1095,2012,1,0.2065408,0.08,0,0,0,0,0.06,0.03,0.3106,0.3629337,1.51,6.8418099,7.93851,0.21,7.598725,0.4496859,0.3264463,0.40767,0.3250582,0.3355565,15,8.44,7,0.66,4.01,24.24,1,1,1,45,9,0,225,0
1095,2013,1,0.1888525,0.04,0,0,0,0,0.06,0.05,0.2917,0.3669873,1.78,7.0131206,7.95908,0.21,7.598725,0.4351507,0.3232065,0.4062377,0.3423876,0.3304474,16,10.78,7,0.5,4.31,24.47,1,1,1,35,7,0,256,0
1095,2014,1,0.2027816,0.09,0,0,0,0,0.05,0.05,0.2832,0.37088,1.84,7.7427775,7.98479,0.21,7.598725,0.4340689,0.3320273,0.4035045,0.373036,0.3123174,17,12.13,7,0.59,4.96,24.63,1,1,1,25,5,0,289,0
1095,2015,1,0.1583057,0.07,0,0,0,0,0.07,0.05,0.3414,0.3830964,1.81,7.6285704,8.18017,0.25,7.598725,0.420439,0.322628,0.400113,0.334816,0.3420796,18,21.63,7,0.4,5.89,24.76,1,1,1,85,17,1,324,0
1095,2016,1,0.151942,0.06,0,0,1,0,0.07,0.02,0.4167,0.3926335,1.75,7.2859489,8.21101,0.25,7.598725,0.434296,0.3184038,0.3871144,0.3304205,0.349479,19,47.01,7,0.42,6.29,24.78,1,1,1,60,12,1,361,0
1095,2017,1,0.1553991,0.07,0,0,1,0,0.06,0.02,0.4529,0.410803,1.72,7.1400175,8.54007,0.24,7.598725,0.4598269,0.3318592,0.415799,0.3391098,0.3248844,20,5.3,7,0.42,5.34,24.88,1,1,1,45,9,1,400,0
1095,2018,1,0.1504666,0.17,1,0,1,0,0.06,0.02,0.4633,0.4179474,1.65,7.1907762,8.35498,0.25,7.598725,0.480511,0.3311127,0.4513585,0.3714745,0.2974075,21,-9.52,7,0.37,5.71,24.88,1,1,1,35,7,1,441,0
1095,2019,1,0.1583506,0.05,1,0,1,0,0.09,0.02,0.4804,0.4213162,1.69,8.2630546,8.27785,0.21,7.598725,0.4458309,0.3273939,0.4098849,0.3538728,0.3238072,22,5.38,7,0.45,7.41,24.85,1,1,1,60,12,1,484,0
1095,2020,1,0.1295699,0.06,1,0,1,0,0.02,0.02,0.4839,0.4233418,1.89,8.5485726,8.34469,0.2,7.598725,0.4500082,0.3173193,0.4188914,0.3454294,0.3315562,23,3.13,7,0.41,7.22,24.86,1,1,1,120,24,1,529,0
1095,2021,1,0.0634347,0.07,1,0,1,0,0.01,0.03,0.5201,0.4245892,2.11,8.8404353,8.41153,0.18,7.598725,0.4663288,0.3886361,0.4373568,0.3393232,0.2903789,24,-9.52,7,0.54,6.84,24.85,1,1,1,180,36,1,576,0
1095,2022,1,0.0689946,0.02,1,0,1,0,0.01,0.03,0.5564,0.4249398,2.23,9.214781,8.46295,0.18,7.598725,0.4638954,0.4007267,0.4269537,0.3247715,0.2983761,25,-6.62,7,0.64,7.31,24.71,1,1,1,150,30,1,625,0
1096,2010,89,0,0,0,0,0,0,-0.08,0.04,0.0461,0.2833317,1.35,4.4751836,5.64539,0.1,7.598725,0.4382704,0.4060141,0.4161837,0.3572842,0.2749012,13,0.7,7,0.22,0.26,21.9,1,1,1,3,0,0,169,0
1096,2011,89,0.3566447,0.01,0,0,0,0,-0.02,0.04,0.0517,0.3364195,1.4,4.6274598,5.65054,0.1,7.598725,0.4568762,0.4080881,0.4212732,0.3437963,0.2755548,14,0.19,7,0.22,0.37,22.02,1,1,1,2,0,0,196,0
1096,2012,89,0.3490177,0.2,0,0,0,0,-0.05,0.04,0.0439,0.3648616,1.38,5.2111853,5.69681,0.11,7.598725,0.4788677,0.3725177,0.456255,0.3561509,0.273236,15,-3.16,7,0.24,0.53,21.98,0,1,1,3,0,0,225,0
1096,2013,89,0.293087,0.03,0,0,0,0,-0.04,0.04,0.0659,0.3705186,1.79,5.2809786,5.78936,0.13,7.598725,0.4557225,0.3776166,0.3945215,0.3562219,0.2896186,16,0.27,7,0.24,0.42,22.01,0,1,1,2,0,0,256,0
1096,2014,89,0,0,0,0,0,0,-0.05,0.04,0.0793,0.3731259,1.8,6.0994633,5.84077,0.12,7.598725,0.4565546,0.3581088,0.4117117,0.360067,0.2944047,17,0.41,7,0.24,0.57,21.94,0,1,1,7,0,0,289,0
1096,2015,89,0.3286793,0.02,0,0,0,0,0.03,0.13,0.0866,0.3876992,1.78,6.4547745,5.90761,0.14,7.598725,0.4166999,0.3590443,0.4010413,0.3417265,0.319165,18,-1.3,7,0.31,0.56,21.91,0,1,1,7,0,0,324,0
1096,2016,89,0.3185101,0.02,0,0,0,0,-0.02,0.08,0.0606,0.3931813,1.78,6.3088431,5.98473,0.14,7.598725,0.3880941,0.2803072,0.4150212,0.3452646,0.3717352,19,0.61,7,0.22,2.56,22.31,0,1,1,7,0,0,361,0
1096,2017,89,0.3608586,0.01,0,0,0,0,-0.06,0.08,0.0836,0.4115898,1.8,6.4103606,6.03101,0.14,7.598725,0.4292625,0.2615689,0.4120108,0.3226511,0.3848106,20,1.28,7,0.22,2.7,22.29,0,1,1,14,0,0,400,0
1096,2018,89,0.2642742,0.02,1,0,0,0,0.03,0.07,0.0892,0.4165628,1.76,6.6197404,5.23407,0.13,7.598725,0.4372772,0.2656718,0.4041386,0.3505172,0.3685691,21,1.77,7,0.22,1.1,22.35,1,1,1,11,0,0,441,0
1096,2019,89,0.2709208,0.02,1,0,0,0,0.09,0.08,0.1144,0.4230147,1.7,7.7491224,4.88445,0.12,7.598725,0.4341168,0.2689374,0.4145856,0.3219866,0.3788306,22,1.45,7,0.22,1.54,22.43,1,1,1,14,0,0,484,0
1096,2020,89,0.2416759,0.03,1,0,0,0,0.04,0.04,0.1275,0.4262542,1.63,8.4787793,4.85874,0.12,7.598725,0.4519785,0.3017637,0.4249829,0.3256533,0.3506616,23,0.88,7,0.23,2,22.43,1,1,1,4,0,0,529,0
1096,2021,89,0.2631054,0.02,1,0,0,0,0.07,0.04,0.129,0.423388,1.88,9.2718846,4.82789,0.1,7.598725,0.451781,0.3159835,0.3954965,0.3265418,0.3522787,24,2.07,7,0.23,1.86,22.41,1,1,1,4,0,0,576,0
1096,2022,89,0.2199863,0.01,1,0,0,0,0.11,0.04,0.1448,0.4263561,1.95,9.9190586,4.76619,0.1,7.598725,0.4523771,0.3033032,0.4031447,0.3209522,0.3610891,25,2.19,7,0.23,2.64,22.49,1,1,1,6,0,0,625,0
1097,2010,48,0.178,0.06,0,0,0,0,0.11,0.03,0.4144,0.2829725,1.67,6.6324301,8.13903,0.19,7.598725,0.3319817,0.3351435,0.3563354,0.3319839,0.3733715,13,69.59,7,0.82,0.97,25.79,1,1,1,20,4,0,169,0
1097,2011,48,0.1628496,0.06,0,0,0,0,0.1,0.03,0.4875,0.332256,1.59,6.5816713,8.18017,0.2,7.598725,0.3547799,0.3074081,0.3638211,0.3267274,0.3815823,14,69.59,7,0.8,1.08,25.79,1,1,1,50,10,0,196,0
1097,2012,48,0.1608394,0.08,0,0,0,0,0.04,0.02,0.4707,0.3615156,1.53,6.8989135,8.26757,0.21,7.598725,0.4015429,0.3009614,0.365967,0.3391282,0.3687328,15,69.59,7,0.81,1.2,25.79,1,1,1,110,22,1,225,0
1097,2013,48,0.1576683,0.07,0,0,0,0,0.03,0.02,0.0264,0.3664989,1.63,6.9052583,8.3087,0.21,7.598725,0.4072521,0.2786302,0.3796473,0.3242526,0.3859052,16,69.59,7,0.81,0.94,25.79,1,1,1,85,17,1,256,0
1097,2014,48,0.1452999,0.07,0,0,0,0,0.06,0.02,0.0264,0.3698085,1.47,7.9013986,8.34469,0.21,7.598725,0.4130867,0.283464,0.380841,0.3365087,0.3763271,17,69.59,7,0.79,1.09,25.79,1,1,1,35,7,1,289,0
1097,2015,48,0.136401,0.05,0,0,0,0,0.09,0.02,0.0264,0.3836789,1.39,8.8848492,8.36012,0.25,7.598725,0.4128422,0.289653,0.3785383,0.3679087,0.3588421,18,69.59,7,0.77,1.25,25.79,1,1,1,100,20,1,324,0
1097,2016,48,0.1747045,0.05,0,0,1,0,0.1,0.02,0.4605,0.3928887,1.52,8.370917,8.39097,0.25,7.598725,0.4151217,0.2637738,0.3892977,0.3803826,0.3646547,19,69.59,7,0.78,1.26,25.79,0,1,1,110,22,1,361,0
1097,2017,48,0.1650175,0.23,0,0,1,0,0.1,0.02,0.0264,0.4106169,1.38,8.5485726,8.36012,0.25,7.598725,0.4113749,0.2683778,0.3902729,0.3867246,0.3642826,20,69.59,7,0.77,1.29,25.79,0,1,1,100,20,1,400,0
1097,2018,48,0.1420837,0.02,1,0,1,0,0.12,0.02,0.0264,0.4179927,1.29,8.6754694,8.35498,0.26,7.598725,0.4216409,0.2601845,0.3971047,0.3778868,0.367797,21,69.59,7,0.77,1.79,25.79,0,1,1,90,18,1,441,0
1097,2019,48,0.0839905,0.03,1,0,1,0,0.12,0.02,0.027,0.4214374,1.1,8.9927115,8.42696,0.21,7.598725,0.4260708,0.2762809,0.4023586,0.3673784,0.3616147,22,69.59,7,0.76,1.79,25.79,0,1,1,145,29,1,484,0
1097,2020,48,0.0727562,0.03,1,0,1,0,0.13,0.02,0.4526,0.4234318,1.23,9.5574025,8.46295,0.21,7.598725,0.4297553,0.2650158,0.4113967,0.3450557,0.3735984,23,69.59,7,0.74,2.07,25.79,0,1,1,145,29,1,529,0
1097,2021,48,0.0711137,0.04,1,0,1,0,0.14,0.02,0.457,0.4238453,1.29,10.160163,8.4938,0.2,7.598725,0.4310363,0.2854426,0.4154634,0.3422708,0.3556511,24,69.59,7,0.71,2.71,25.79,1,1,1,145,29,1,576,0
1097,2022,48,0.0827454,0.08,1,0,1,0,0.15,0.02,0.0323,0.4233609,1.26,10.572577,8.52465,0.2,7.598725,0.4337777,0.2925976,0.424493,0.3406508,0.3482054,25,69.59,7,0.65,3,25.79,1,1,1,85,17,1,625,0
1098,2010,53,0.059939,0.06,0,0,0,0,0.02,0.01,0.1028,0.2906002,0.78,5.9281525,8.00535,0.09,7.598725,0.4357316,0.4231869,0.3838655,0.3422195,0.283011,13,2.49,6,0.62,4.93,21.96,0,1,1,1,1,0,169,0
1098,2011,53,0.0545497,0.01,0,0,0,0,-0.02,0.02,0.1079,0.341304,0.9,6.2644292,8.0105,0.09,7.598725,0.4681312,0.4220526,0.4257556,0.3301274,0.2743696,14,0.66,6,0.72,5.09,22.04,0,1,1,2,2,0,196,0
1098,2012,53,0.1000693,0.03,0,0,0,0,0,0.02,0.1133,0.3680824,0.93,6.5118781,8.00535,0.09,7.598725,0.4730832,0.4235067,0.4265161,0.3010104,0.296908,15,0.27,6,0.79,5.26,22.06,1,1,1,8,8,1,225,0
1098,2013,53,0.1272201,0.13,0,0,0,0,0.01,0.01,0.0949,0.3738018,0.7,6.3342225,7.96936,0.09,7.598725,0.4567035,0.444234,0.403769,0.3469757,0.2594571,16,1.46,5,0.89,6.69,21.73,1,1,1,6,6,1,256,0
1098,2014,53,0.1297126,0.15,0,0,0,0,0.01,0.02,0.0755,0.3769625,0.65,6.5309126,7.92823,0.09,7.598725,0.4190079,0.4536027,0.3998314,0.3261512,0.2804564,17,2.27,6,0.88,3.26,21.69,1,1,1,3,3,1,289,0
1098,2015,53,0.1504594,0.03,0,0,0,0,0.01,0.02,0.097,0.3877302,0.61,5.5664965,7.77913,0.11,7.598725,0.4464823,0.4238895,0.4113449,0.3264032,0.2867028,18,1.99,6,0.54,5.15,21.94,1,1,1,10,10,1,324,0
1098,2016,53,0.1803978,0.04,0,0,0,0,-0.07,0.02,0.1311,0.3966931,0.58,5.547462,7.81512,0.1,7.598725,0.4456796,0.4014559,0.3991805,0.3175809,0.3135865,19,2.95,6,0.52,4.51,22.14,1,1,1,21,21,1,361,0
1098,2017,53,0.2226734,0.17,0,0,0,0,-0.06,0.02,0.1311,0.4151108,0.55,5.2048405,7.6763,0.1,7.598725,0.445793,0.4455073,0.3907812,0.3334498,0.284677,20,3.36,6,0.55,5.26,22.27,1,1,1,19,19,1,400,0
1098,2018,53,0.24801,0.02,1,0,0,0,-0.06,0.02,0.1477,0.4224356,0.57,5.3253925,7.66601,0.1,7.598725,0.456829,0.4288419,0.402164,0.3473806,0.2760685,21,2.45,6,0.63,5.22,22.42,1,1,1,25,25,1,441,0
1098,2019,53,0.2078581,0.14,1,0,0,0,-0.01,0.02,0.1524,0.4256062,0.52,8.4343654,7.69686,0.11,7.598725,0.4619783,0.4425642,0.426591,0.3383049,0.2690464,22,0.8,6,0.69,5.29,22.55,1,1,1,22,22,1,484,0
1098,2020,53,0.2395963,0.14,1,0,0,0,0,0.02,0.1618,0.4274867,0.51,9.3670573,7.66601,0.11,7.598725,0.4708858,0.421811,0.4687694,0.3388477,0.266321,23,-5.77,5,0.65,5.8,22.72,1,1,1,21,21,1,529,0
1098,2021,53,0.0561502,0.07,1,0,0,0,0,0.02,0.1585,0.426861,0.56,10.394922,7.64031,0.11,7.598725,0.4601547,0.3753763,0.4424454,0.350743,0.2911638,24,1.47,7,0.6,4.69,22.73,1,1,1,26,26,1,576,0
1098,2022,53,0.086088,0.08,1,0,0,0,0,0.03,0.1628,0.4272928,0.55,11.067475,7.60431,0.11,7.598725,0.4565523,0.4046234,0.4270225,0.3521388,0.2787059,25,2.39,7,0.67,4.84,22.8,1,1,1,32,32,1,625,0
1099,2010,35,0.1627724,0.01,0,0,0,0,-0.13,0.02,0.1104,0.2859978,1.01,2.1402815,6.71997,0.12,7.598725,0.3831258,0.3786265,0.4201615,0.3401256,0.315666,13,0.35,8,0.26,3.65,22.36,1,1,1,3,0,0,169,0
1099,2011,35,0.0909737,0.01,0,0,0,0,-0.06,0.05,0.1137,0.3417992,1.13,2.2037299,6.74568,0.13,7.598725,0.4233551,0.4201611,0.4241595,0.3055414,0.3079361,14,-0.58,9,0.27,3.75,22.23,1,1,1,3,0,0,196,0
1099,2012,35,0.1411469,0.02,0,0,0,0,0.06,0.06,0.1169,0.3676844,1.18,3.1173872,7.53747,0.12,7.598725,0.4485936,0.3696629,0.4129603,0.3096452,0.3238176,15,0.06,9,0.27,3.86,22.39,1,1,1,5,1,0,225,0
1099,2013,35,0.1993643,0.02,0,0,0,0,-0.21,0.05,0.1164,0.3723648,1.12,3.1618011,7.62488,0.13,7.598725,0.4493844,0.3496157,0.4228168,0.3336325,0.3181863,16,0.01,9,0.27,4.4,22.58,1,1,1,15,3,0,256,0
1099,2014,35,0.1567947,0.03,0,0,0,0,-0.19,0.06,0.1093,0.3770565,1.12,3.853389,7.68144,0.13,7.598725,0.455197,0.3468873,0.4077986,0.3443828,0.3146059,17,-2.86,9,0.33,3.61,22.66,0,1,1,25,5,1,289,0
1099,2015,152,0.2242304,0.02,0,0,0,0,-0.05,0.06,0.1063,0.3905455,0.64,7.2605695,7.82026,0.2,7.598725,0.4233237,0.3550706,0.3313399,0.3804187,0.3228071,18,1.09,9,0.24,4.76,22.47,1,1,1,66,22,1,324,0
1099,2016,152,0.1586499,0.01,0,0,1,0,-0.04,0.05,0.0925,0.4001161,0.62,7.0321552,7.87167,0.22,7.598725,0.4332131,0.3429751,0.3897374,0.3419588,0.3355464,19,0.49,9,0.3,2.93,22.46,0,1,1,72,24,1,361,0
1099,2017,152,0.2004244,0.03,0,0,1,0,-0.08,0.04,0.1261,0.4177552,0.54,7.0258103,7.92823,0.2,7.598725,0.4321816,0.3217537,0.3627209,0.3176547,0.3672111,20,2.16,8,0.56,2.93,22.55,0,1,1,78,26,1,400,0
1099,2018,152,0.248616,0.01,1,0,1,0,-0.04,0.03,0.1258,0.4246656,0.91,7.2351901,7.9745,0.18,7.598725,0.449628,0.3144835,0.3698753,0.3635887,0.3404492,21,1.26,9,0.48,4.06,22.71,0,1,1,75,25,1,441,0
1099,2019,152,0.2447832,0.02,1,0,1,0,-0.07,0.04,0.1298,0.4280253,1,8.5929865,7.96936,0.17,7.598725,0.4604836,0.3405508,0.4026104,0.3438732,0.3261933,22,-0.97,9,0.54,4.24,22.68,0,1,1,84,28,1,484,0
1099,2020,152,0.2795694,0.01,1,0,1,0,-0.08,0.03,0.1267,0.4302061,1.12,9.1894017,8.00535,0.15,7.598725,0.4490544,0.3467212,0.4014918,0.2963297,0.3560475,23,0.14,8,0.54,3.58,22.8,0,1,1,99,33,1,529,0
1099,2021,152,0.251401,0.02,1,0,1,0,-0.07,0.03,0.1215,0.430157,1.31,9.8302308,8.04134,0.15,7.598725,0.4152904,0.3512846,0.3808385,0.3089439,0.3562528,24,4.05,9,0.44,3.88,22.89,0,1,1,48,16,1,576,0
1099,2022,152,0.2116229,0.02,1,0,1,0,-0.06,0.04,0.1453,0.4294477,1.36,10.528163,8.07733,0.15,7.598725,0.4169705,0.3182999,0.4082108,0.2875836,0.3817033,25,3.53,9,0.32,3.99,23.36,0,1,1,69,23,1,625,0
1100,2010,21,0.3344902,0.02,0,0,0,0,-0.01,0.06,0.0994,0.287416,1.61,1.8674532,6.95134,0.08,7.598725,0.3594475,0.4349836,0.2901441,0.3478663,0.3322411,13,13.71,9,0.62,1.24,22.9,1,1,1,4,4,0,169,0
1100,2011,21,0.3143991,0.03,0,0,0,0,0.05,0.04,0.1061,0.3376324,1.46,1.8801429,6.98733,0.08,7.598725,0.3541027,0.4239075,0.2338238,0.3237774,0.3733053,14,56.09,9,0.63,1.19,23.41,1,1,1,2,2,0,196,0
1100,2012,21,0.2450601,0.03,0,0,0,0,0.08,0.03,0.0951,0.3644148,1.17,1.9689707,7.02846,0.09,7.598725,0.4317337,0.3989375,0.3398554,0.2961976,0.341882,15,16.73,9,0.64,1.14,23.59,0,1,1,1,1,0,225,0
1100,2013,21,0.2639406,0.02,0,0,0,0,0.01,0.03,0.0933,0.3696747,1.21,2.0704882,7.03361,0.1,7.598725,0.4379342,0.395159,0.3612409,0.3062116,0.3273173,16,9.5,9,0.64,1.63,23.64,0,1,1,2,2,0,256,0
1100,2014,21,0.2140851,0.03,0,0,0,0,-0.04,0.03,0.1383,0.3719457,1.22,1.271038,6.91021,0.1,7.598725,0.4526623,0.3751327,0.3822033,0.3576472,0.2950084,17,2.63,9,0.65,1.01,23.56,1,1,1,5,5,0,289,0
1100,2015,21,0.31464,0.03,0,0,0,0,-0.03,0.04,0.1449,0.3849973,1.28,1.353521,6.7611,0.11,7.598725,0.4485858,0.3660854,0.377736,0.3305729,0.3208585,18,0.58,9,0.57,0.95,23.41,1,1,1,1,1,0,324,0
1100,2016,21,0.2923553,0.03,0,0,1,0,-0.02,0.03,0.1498,0.392293,1.2,1.8230393,6.89993,0.11,7.598725,0.4533308,0.3058467,0.4176441,0.3316859,0.3460979,19,0.8,9,0.39,0.99,23.48,0,1,1,9,9,0,361,0
1100,2017,21,0.236272,0.02,0,0,1,0,-0.05,0.03,0.1116,0.410966,1.23,1.6390389,6.08242,0.1,7.598725,0.4094883,0.3226359,0.4188851,0.2979687,0.3708765,20,6.97,9,0.43,0.72,23.75,0,1,1,21,21,0,400,0
